Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
WM6,NOX,01/01/2017 00:00,64.70000,ppb,R
WM6,NOX,01/01/2017 00:15,71.60000,ppb,R
WM6,NOX,01/01/2017 00:30,68.70000,ppb,R
WM6,NOX,01/01/2017 00:45,58.50000,ppb,R
WM6,NOX,01/01/2017 01:00,74.30000,ppb,R
WM6,NOX,01/01/2017 01:15,73.60000,ppb,R
WM6,NOX,01/01/2017 01:30,138.50000,ppb,R
WM6,NOX,01/01/2017 01:45,92.10000,ppb,R
WM6,NOX,01/01/2017 02:00,81.60000,ppb,R
WM6,NOX,01/01/2017 02:15,83.20000,ppb,R
WM6,NOX,01/01/2017 02:30,83.10000,ppb,R
WM6,NOX,01/01/2017 02:45,91.90000,ppb,R
WM6,NOX,01/01/2017 03:00,91.50000,ppb,R
WM6,NOX,01/01/2017 03:15,92.40000,ppb,R
WM6,NOX,01/01/2017 03:30,94.90000,ppb,R
WM6,NOX,01/01/2017 03:45,98.40000,ppb,R
WM6,NOX,01/01/2017 04:00,102.90000,ppb,R
WM6,NOX,01/01/2017 04:15,92.50000,ppb,R
WM6,NOX,01/01/2017 04:30,41.80000,ppb,R
WM6,NOX,01/01/2017 04:45,38.30000,ppb,R
WM6,NOX,01/01/2017 05:00,73.90000,ppb,R
WM6,NOX,01/01/2017 05:15,73.10000,ppb,R
WM6,NOX,01/01/2017 05:30,46.30000,ppb,R
WM6,NOX,01/01/2017 05:45,52.90000,ppb,R
WM6,NOX,01/01/2017 06:00,62.70000,ppb,R
WM6,NOX,01/01/2017 06:15,55.90000,ppb,R
WM6,NOX,01/01/2017 06:30,64.80000,ppb,R
WM6,NOX,01/01/2017 06:45,53.30000,ppb,R
WM6,NOX,01/01/2017 07:00,77.20000,ppb,R
WM6,NOX,01/01/2017 07:15,38.50000,ppb,R
WM6,NOX,01/01/2017 07:30,51.70000,ppb,R
WM6,NOX,01/01/2017 07:45,55.00000,ppb,R
WM6,NOX,01/01/2017 08:00,80.60000,ppb,R
WM6,NOX,01/01/2017 08:15,59.80000,ppb,R
WM6,NOX,01/01/2017 08:30,84.70000,ppb,R
WM6,NOX,01/01/2017 08:45,45.70000,ppb,R
WM6,NOX,01/01/2017 09:00,86.00000,ppb,R
WM6,NOX,01/01/2017 09:15,73.40000,ppb,R
WM6,NOX,01/01/2017 09:30,72.30000,ppb,R
WM6,NOX,01/01/2017 09:45,119.80000,ppb,R
WM6,NOX,01/01/2017 10:00,130.70000,ppb,R
WM6,NOX,01/01/2017 10:15,127.60000,ppb,R
WM6,NOX,01/01/2017 10:30,151.00000,ppb,R
WM6,NOX,01/01/2017 10:45,97.10000,ppb,R
WM6,NOX,01/01/2017 11:00,127.50000,ppb,R
WM6,NOX,01/01/2017 11:15,144.70000,ppb,R
WM6,NOX,01/01/2017 11:30,218.00000,ppb,R
WM6,NOX,01/01/2017 11:45,183.20000,ppb,R
WM6,NOX,01/01/2017 12:00,126.30000,ppb,R
WM6,NOX,01/01/2017 12:15,311.60001,ppb,R
WM6,NOX,01/01/2017 12:30,188.39999,ppb,R
WM6,NOX,01/01/2017 12:45,214.20000,ppb,R
WM6,NOX,01/01/2017 13:00,172.60001,ppb,R
WM6,NOX,01/01/2017 13:15,247.10001,ppb,R
WM6,NOX,01/01/2017 13:30,242.10001,ppb,R
WM6,NOX,01/01/2017 13:45,296.89999,ppb,R
WM6,NOX,01/01/2017 14:00,269.60001,ppb,R
WM6,NOX,01/01/2017 14:15,62.70000,ppb,R
WM6,NOX,01/01/2017 14:30,76.00000,ppb,R
WM6,NOX,01/01/2017 14:45,35.10000,ppb,R
WM6,NOX,01/01/2017 15:00,32.20000,ppb,R
WM6,NOX,01/01/2017 15:15,38.70000,ppb,R
WM6,NOX,01/01/2017 15:30,38.80000,ppb,R
WM6,NOX,01/01/2017 15:45,45.10000,ppb,R
WM6,NOX,01/01/2017 16:00,58.50000,ppb,R
WM6,NOX,01/01/2017 16:15,49.70000,ppb,R
WM6,NOX,01/01/2017 16:30,44.80000,ppb,R
WM6,NOX,01/01/2017 16:45,32.50000,ppb,R
WM6,NOX,01/01/2017 17:00,42.00000,ppb,R
WM6,NOX,01/01/2017 17:15,45.00000,ppb,R
WM6,NOX,01/01/2017 17:30,35.30000,ppb,R
WM6,NOX,01/01/2017 17:45,51.60000,ppb,R
WM6,NOX,01/01/2017 18:00,48.00000,ppb,R
WM6,NOX,01/01/2017 18:15,78.60000,ppb,R
WM6,NOX,01/01/2017 18:30,39.40000,ppb,R
WM6,NOX,01/01/2017 18:45,39.60000,ppb,R
WM6,NOX,01/01/2017 19:00,37.90000,ppb,R
WM6,NOX,01/01/2017 19:15,41.10000,ppb,R
WM6,NOX,01/01/2017 19:30,69.30000,ppb,R
WM6,NOX,01/01/2017 19:45,29.80000,ppb,R
WM6,NOX,01/01/2017 20:00,34.70000,ppb,R
WM6,NOX,01/01/2017 20:15,31.30000,ppb,R
WM6,NOX,01/01/2017 20:30,34.80000,ppb,R
WM6,NOX,01/01/2017 20:45,49.80000,ppb,R
WM6,NOX,01/01/2017 21:00,41.60000,ppb,R
WM6,NOX,01/01/2017 21:15,46.90000,ppb,R
WM6,NOX,01/01/2017 21:30,62.90000,ppb,R
WM6,NOX,01/01/2017 21:45,29.00000,ppb,R
WM6,NOX,01/01/2017 22:00,68.90000,ppb,R
WM6,NOX,01/01/2017 22:15,43.30000,ppb,R
WM6,NOX,01/01/2017 22:30,42.70000,ppb,R
WM6,NOX,01/01/2017 22:45,44.90000,ppb,R
WM6,NOX,01/01/2017 23:00,34.90000,ppb,R
WM6,NOX,01/01/2017 23:15,74.20000,ppb,R
WM6,NOX,01/01/2017 23:30,34.50000,ppb,R
WM6,NOX,01/01/2017 23:45,27.60000,ppb,R
WM6,NOX,02/01/2017 00:00,20.20000,ppb,R
WM6,NOX,02/01/2017 00:15,17.80000,ppb,R
WM6,NOX,02/01/2017 00:30,22.90000,ppb,R
WM6,NOX,02/01/2017 00:45,17.20000,ppb,R
WM6,NOX,02/01/2017 01:00,14.70000,ppb,R
WM6,NOX,02/01/2017 01:15,13.20000,ppb,R
WM6,NOX,02/01/2017 01:30,23.30000,ppb,R
WM6,NOX,02/01/2017 01:45,14.90000,ppb,R
WM6,NOX,02/01/2017 02:00,14.80000,ppb,R
WM6,NOX,02/01/2017 02:15,10.70000,ppb,R
WM6,NOX,02/01/2017 02:30,24.80000,ppb,R
WM6,NOX,02/01/2017 02:45,11.40000,ppb,R
WM6,NOX,02/01/2017 03:00,15.10000,ppb,R
WM6,NOX,02/01/2017 03:15,8.70000,ppb,R
WM6,NOX,02/01/2017 03:30,28.00000,ppb,R
WM6,NOX,02/01/2017 03:45,9.60000,ppb,R
WM6,NOX,02/01/2017 04:00,22.30000,ppb,R
WM6,NOX,02/01/2017 04:15,17.00000,ppb,R
WM6,NOX,02/01/2017 04:30,21.20000,ppb,R
WM6,NOX,02/01/2017 04:45,12.10000,ppb,R
WM6,NOX,02/01/2017 05:00,14.20000,ppb,R
WM6,NOX,02/01/2017 05:15,12.00000,ppb,R
WM6,NOX,02/01/2017 05:30,14.80000,ppb,R
WM6,NOX,02/01/2017 05:45,19.50000,ppb,R
WM6,NOX,02/01/2017 06:00,20.10000,ppb,R
WM6,NOX,02/01/2017 06:15,47.60000,ppb,R
WM6,NOX,02/01/2017 06:30,29.90000,ppb,R
WM6,NOX,02/01/2017 06:45,30.20000,ppb,R
WM6,NOX,02/01/2017 07:00,50.30000,ppb,R
WM6,NOX,02/01/2017 07:15,37.40000,ppb,R
WM6,NOX,02/01/2017 07:30,37.00000,ppb,R
WM6,NOX,02/01/2017 07:45,47.50000,ppb,R
WM6,NOX,02/01/2017 08:00,46.50000,ppb,R
WM6,NOX,02/01/2017 08:15,28.50000,ppb,R
WM6,NOX,02/01/2017 08:30,36.10000,ppb,R
WM6,NOX,02/01/2017 08:45,37.40000,ppb,R
WM6,NOX,02/01/2017 09:00,38.70000,ppb,R
WM6,NOX,02/01/2017 09:15,36.80000,ppb,R
WM6,NOX,02/01/2017 09:30,46.40000,ppb,R
WM6,NOX,02/01/2017 09:45,58.80000,ppb,R
WM6,NOX,02/01/2017 10:00,74.50000,ppb,R
WM6,NOX,02/01/2017 10:15,58.00000,ppb,R
WM6,NOX,02/01/2017 10:30,49.80000,ppb,R
WM6,NOX,02/01/2017 10:45,49.70000,ppb,R
WM6,NOX,02/01/2017 11:00,44.70000,ppb,R
WM6,NOX,02/01/2017 11:15,45.60000,ppb,R
WM6,NOX,02/01/2017 11:30,82.40000,ppb,R
WM6,NOX,02/01/2017 11:45,91.40000,ppb,R
WM6,NOX,02/01/2017 12:00,35.00000,ppb,R
WM6,NOX,02/01/2017 12:15,37.40000,ppb,R
WM6,NOX,02/01/2017 12:30,52.80000,ppb,R
WM6,NOX,02/01/2017 12:45,37.70000,ppb,R
WM6,NOX,02/01/2017 13:00,60.20000,ppb,R
WM6,NOX,02/01/2017 13:15,66.10000,ppb,R
WM6,NOX,02/01/2017 13:30,104.20000,ppb,R
WM6,NOX,02/01/2017 13:45,103.70000,ppb,R
WM6,NOX,02/01/2017 14:00,65.90000,ppb,R
WM6,NOX,02/01/2017 14:15,96.90000,ppb,R
WM6,NOX,02/01/2017 14:30,141.20000,ppb,R
WM6,NOX,02/01/2017 14:45,139.80000,ppb,R
WM6,NOX,02/01/2017 15:00,232.00000,ppb,R
WM6,NOX,02/01/2017 15:15,88.70000,ppb,R
WM6,NOX,02/01/2017 15:30,72.50000,ppb,R
WM6,NOX,02/01/2017 15:45,87.00000,ppb,R
WM6,NOX,02/01/2017 16:00,88.60000,ppb,R
WM6,NOX,02/01/2017 16:15,108.90000,ppb,R
WM6,NOX,02/01/2017 16:30,298.70001,ppb,R
WM6,NOX,02/01/2017 16:45,289.10001,ppb,R
WM6,NOX,02/01/2017 17:00,155.00000,ppb,R
WM6,NOX,02/01/2017 17:15,203.10001,ppb,R
WM6,NOX,02/01/2017 17:30,233.10001,ppb,R
WM6,NOX,02/01/2017 17:45,271.20001,ppb,R
WM6,NOX,02/01/2017 18:00,221.89999,ppb,R
WM6,NOX,02/01/2017 18:15,301.89999,ppb,R
WM6,NOX,02/01/2017 18:30,264.89999,ppb,R
WM6,NOX,02/01/2017 18:45,255.80000,ppb,R
WM6,NOX,02/01/2017 19:00,227.00000,ppb,R
WM6,NOX,02/01/2017 19:15,239.00000,ppb,R
WM6,NOX,02/01/2017 19:30,221.20000,ppb,R
WM6,NOX,02/01/2017 19:45,311.70001,ppb,R
WM6,NOX,02/01/2017 20:00,202.80000,ppb,R
WM6,NOX,02/01/2017 20:15,230.39999,ppb,R
WM6,NOX,02/01/2017 20:30,232.70000,ppb,R
WM6,NOX,02/01/2017 20:45,172.89999,ppb,R
WM6,NOX,02/01/2017 21:00,172.10001,ppb,R
WM6,NOX,02/01/2017 21:15,241.60001,ppb,R
WM6,NOX,02/01/2017 21:30,227.80000,ppb,R
WM6,NOX,02/01/2017 21:45,193.20000,ppb,R
WM6,NOX,02/01/2017 22:00,230.00000,ppb,R
WM6,NOX,02/01/2017 22:15,184.00000,ppb,R
WM6,NOX,02/01/2017 22:30,222.10001,ppb,R
WM6,NOX,02/01/2017 22:45,218.00000,ppb,R
WM6,NOX,02/01/2017 23:00,178.30000,ppb,R
WM6,NOX,02/01/2017 23:15,201.70000,ppb,R
WM6,NOX,02/01/2017 23:30,228.20000,ppb,R
WM6,NOX,02/01/2017 23:45,169.89999,ppb,R
WM6,NOX,03/01/2017 00:00,156.89999,ppb,R
WM6,NOX,03/01/2017 00:15,190.20000,ppb,R
WM6,NOX,03/01/2017 00:30,153.80000,ppb,R
WM6,NOX,03/01/2017 00:45,171.30000,ppb,R
WM6,NOX,03/01/2017 01:00,148.60001,ppb,R
WM6,NOX,03/01/2017 01:15,125.60000,ppb,R
WM6,NOX,03/01/2017 01:30,122.30000,ppb,R
WM6,NOX,03/01/2017 01:45,103.00000,ppb,R
WM6,NOX,03/01/2017 02:00,142.00000,ppb,R
WM6,NOX,03/01/2017 02:15,106.70000,ppb,R
WM6,NOX,03/01/2017 02:30,116.70000,ppb,R
WM6,NOX,03/01/2017 02:45,83.80000,ppb,R
WM6,NOX,03/01/2017 03:00,95.60000,ppb,R
WM6,NOX,03/01/2017 03:15,86.80000,ppb,R
WM6,NOX,03/01/2017 03:30,148.50000,ppb,R
WM6,NOX,03/01/2017 03:45,173.39999,ppb,R
WM6,NOX,03/01/2017 04:00,108.80000,ppb,R
WM6,NOX,03/01/2017 04:15,86.10000,ppb,R
WM6,NOX,03/01/2017 04:30,78.50000,ppb,R
WM6,NOX,03/01/2017 04:45,69.70000,ppb,R
WM6,NOX,03/01/2017 05:00,65.90000,ppb,R
WM6,NOX,03/01/2017 05:15,78.70000,ppb,R
WM6,NOX,03/01/2017 05:30,75.00000,ppb,R
WM6,NOX,03/01/2017 05:45,103.70000,ppb,R
WM6,NOX,03/01/2017 06:00,89.60000,ppb,R
WM6,NOX,03/01/2017 06:15,97.00000,ppb,R
WM6,NOX,03/01/2017 06:30,130.30000,ppb,R
WM6,NOX,03/01/2017 06:45,134.80000,ppb,R
WM6,NOX,03/01/2017 07:00,176.60001,ppb,R
WM6,NOX,03/01/2017 07:15,188.80000,ppb,R
WM6,NOX,03/01/2017 07:30,253.89999,ppb,R
WM6,NOX,03/01/2017 07:45,234.00000,ppb,R
WM6,NOX,03/01/2017 08:00,254.00000,ppb,R
WM6,NOX,03/01/2017 08:15,288.00000,ppb,R
WM6,NOX,03/01/2017 08:30,215.50000,ppb,R
WM6,NOX,03/01/2017 08:45,268.60001,ppb,R
WM6,NOX,03/01/2017 09:00,245.70000,ppb,R
WM6,NOX,03/01/2017 09:15,333.20001,ppb,R
WM6,NOX,03/01/2017 09:30,250.30000,ppb,R
WM6,NOX,03/01/2017 09:45,269.70001,ppb,R
WM6,NOX,03/01/2017 10:00,273.20001,ppb,R
WM6,NOX,03/01/2017 10:15,271.39999,ppb,R
WM6,NOX,03/01/2017 10:30,231.30000,ppb,R
WM6,NOX,03/01/2017 10:45,272.00000,ppb,R
WM6,NOX,03/01/2017 11:00,266.20001,ppb,R
WM6,NOX,03/01/2017 11:15,354.70001,ppb,R
WM6,NOX,03/01/2017 11:30,270.20001,ppb,R
WM6,NOX,03/01/2017 11:45,249.39999,ppb,R
WM6,NOX,03/01/2017 12:00,240.00000,ppb,R
WM6,NOX,03/01/2017 12:15,386.00000,ppb,R
WM6,NOX,03/01/2017 12:30,318.60001,ppb,R
WM6,NOX,03/01/2017 12:45,306.29999,ppb,R
WM6,NOX,03/01/2017 13:00,377.89999,ppb,R
WM6,NOX,03/01/2017 13:15,274.60001,ppb,R
WM6,NOX,03/01/2017 13:30,398.20001,ppb,R
WM6,NOX,03/01/2017 13:45,302.89999,ppb,R
WM6,NOX,03/01/2017 14:00,381.60001,ppb,R
WM6,NOX,03/01/2017 14:15,336.79999,ppb,R
WM6,NOX,03/01/2017 14:30,321.29999,ppb,R
WM6,NOX,03/01/2017 14:45,307.50000,ppb,R
WM6,NOX,03/01/2017 15:00,336.00000,ppb,R
WM6,NOX,03/01/2017 15:15,298.20001,ppb,R
WM6,NOX,03/01/2017 15:30,329.29999,ppb,R
WM6,NOX,03/01/2017 15:45,400.60001,ppb,R
WM6,NOX,03/01/2017 16:00,334.00000,ppb,R
WM6,NOX,03/01/2017 16:15,378.00000,ppb,R
WM6,NOX,03/01/2017 16:30,421.20001,ppb,R
WM6,NOX,03/01/2017 16:45,382.79999,ppb,R
WM6,NOX,03/01/2017 17:00,376.60001,ppb,R
WM6,NOX,03/01/2017 17:15,497.00000,ppb,R
WM6,NOX,03/01/2017 17:30,334.60001,ppb,R
WM6,NOX,03/01/2017 17:45,360.10001,ppb,R
WM6,NOX,03/01/2017 18:00,334.89999,ppb,R
WM6,NOX,03/01/2017 18:15,348.00000,ppb,R
WM6,NOX,03/01/2017 18:30,238.00000,ppb,R
WM6,NOX,03/01/2017 18:45,285.00000,ppb,R
WM6,NOX,03/01/2017 19:00,331.60001,ppb,R
WM6,NOX,03/01/2017 19:15,305.29999,ppb,R
WM6,NOX,03/01/2017 19:30,245.89999,ppb,R
WM6,NOX,03/01/2017 19:45,386.10001,ppb,R
WM6,NOX,03/01/2017 20:00,268.70001,ppb,R
WM6,NOX,03/01/2017 20:15,320.79999,ppb,R
WM6,NOX,03/01/2017 20:30,223.89999,ppb,R
WM6,NOX,03/01/2017 20:45,127.20000,ppb,R
WM6,NOX,03/01/2017 21:00,212.80000,ppb,R
WM6,NOX,03/01/2017 21:15,235.10001,ppb,R
WM6,NOX,03/01/2017 21:30,259.29999,ppb,R
WM6,NOX,03/01/2017 21:45,222.50000,ppb,R
WM6,NOX,03/01/2017 22:00,165.00000,ppb,R
WM6,NOX,03/01/2017 22:15,166.39999,ppb,R
WM6,NOX,03/01/2017 22:30,141.89999,ppb,R
WM6,NOX,03/01/2017 22:45,169.60001,ppb,R
WM6,NOX,03/01/2017 23:00,166.50000,ppb,R
WM6,NOX,03/01/2017 23:15,136.70000,ppb,R
WM6,NOX,03/01/2017 23:30,148.80000,ppb,R
WM6,NOX,03/01/2017 23:45,120.50000,ppb,R
WM6,NOX,04/01/2017 00:00,131.00000,ppb,R
WM6,NOX,04/01/2017 00:15,100.50000,ppb,R
WM6,NOX,04/01/2017 00:30,94.80000,ppb,R
WM6,NOX,04/01/2017 00:45,75.00000,ppb,R
WM6,NOX,04/01/2017 01:00,83.30000,ppb,R
WM6,NOX,04/01/2017 01:15,108.50000,ppb,R
WM6,NOX,04/01/2017 01:30,78.00000,ppb,R
WM6,NOX,04/01/2017 01:45,53.80000,ppb,R
WM6,NOX,04/01/2017 02:00,78.90000,ppb,R
WM6,NOX,04/01/2017 02:15,61.40000,ppb,R
WM6,NOX,04/01/2017 02:30,96.90000,ppb,R
WM6,NOX,04/01/2017 02:45,48.20000,ppb,R
WM6,NOX,04/01/2017 03:00,71.90000,ppb,R
WM6,NOX,04/01/2017 03:15,68.30000,ppb,R
WM6,NOX,04/01/2017 03:30,53.80000,ppb,R
WM6,NOX,04/01/2017 03:45,53.10000,ppb,R
WM6,NOX,04/01/2017 04:00,55.70000,ppb,R
WM6,NOX,04/01/2017 04:15,39.20000,ppb,R
WM6,NOX,04/01/2017 04:30,80.20000,ppb,R
WM6,NOX,04/01/2017 04:45,76.10000,ppb,R
WM6,NOX,04/01/2017 05:00,78.20000,ppb,R
WM6,NOX,04/01/2017 05:15,74.80000,ppb,R
WM6,NOX,04/01/2017 05:30,95.20000,ppb,R
WM6,NOX,04/01/2017 05:45,90.80000,ppb,R
WM6,NOX,04/01/2017 06:00,130.39999,ppb,R
WM6,NOX,04/01/2017 06:15,138.10001,ppb,R
WM6,NOX,04/01/2017 06:30,160.10001,ppb,R
WM6,NOX,04/01/2017 06:45,191.39999,ppb,R
WM6,NOX,04/01/2017 07:00,289.29999,ppb,R
WM6,NOX,04/01/2017 07:15,258.29999,ppb,R
WM6,NOX,04/01/2017 07:30,297.20001,ppb,R
WM6,NOX,04/01/2017 07:45,259.10001,ppb,R
WM6,NOX,04/01/2017 08:00,254.80000,ppb,R
WM6,NOX,04/01/2017 08:15,227.20000,ppb,R
WM6,NOX,04/01/2017 08:30,221.30000,ppb,R
WM6,NOX,04/01/2017 08:45,295.29999,ppb,R
WM6,NOX,04/01/2017 09:00,252.80000,ppb,R
WM6,NOX,04/01/2017 09:15,298.50000,ppb,R
WM6,NOX,04/01/2017 09:30,281.39999,ppb,R
WM6,NOX,04/01/2017 09:45,192.30000,ppb,R
WM6,NOX,04/01/2017 10:00,191.00000,ppb,R
WM6,NOX,04/01/2017 10:15,212.89999,ppb,R
WM6,NOX,04/01/2017 10:30,167.89999,ppb,R
WM6,NOX,04/01/2017 10:45,205.50000,ppb,R
WM6,NOX,04/01/2017 11:00,190.80000,ppb,R
WM6,NOX,04/01/2017 11:15,165.10001,ppb,R
WM6,NOX,04/01/2017 11:30,55.00000,ppb,R
WM6,NOX,04/01/2017 11:45,46.20000,ppb,R
WM6,NOX,04/01/2017 12:00,55.90000,ppb,R
WM6,NOX,04/01/2017 12:15,85.30000,ppb,R
WM6,NOX,04/01/2017 12:30,195.89999,ppb,R
WM6,NOX,04/01/2017 12:45,94.60000,ppb,R
WM6,NOX,04/01/2017 13:00,86.90000,ppb,R
WM6,NOX,04/01/2017 13:15,111.40000,ppb,R
WM6,NOX,04/01/2017 13:30,135.20000,ppb,R
WM6,NOX,04/01/2017 13:45,67.00000,ppb,R
WM6,NOX,04/01/2017 14:00,60.20000,ppb,R
WM6,NOX,04/01/2017 14:15,106.00000,ppb,R
WM6,NOX,04/01/2017 14:30,101.50000,ppb,R
WM6,NOX,04/01/2017 14:45,79.50000,ppb,R
WM6,NOX,04/01/2017 15:00,115.50000,ppb,R
WM6,NOX,04/01/2017 15:15,81.80000,ppb,R
WM6,NOX,04/01/2017 15:30,92.70000,ppb,R
WM6,NOX,04/01/2017 15:45,98.40000,ppb,R
WM6,NOX,04/01/2017 16:00,138.50000,ppb,R
WM6,NOX,04/01/2017 16:15,143.39999,ppb,R
WM6,NOX,04/01/2017 16:30,95.10000,ppb,R
WM6,NOX,04/01/2017 16:45,107.20000,ppb,R
WM6,NOX,04/01/2017 17:00,120.10000,ppb,R
WM6,NOX,04/01/2017 17:15,167.10001,ppb,R
WM6,NOX,04/01/2017 17:30,247.00000,ppb,R
WM6,NOX,04/01/2017 17:45,152.60001,ppb,R
WM6,NOX,04/01/2017 18:00,132.60001,ppb,R
WM6,NOX,04/01/2017 18:15,87.30000,ppb,R
WM6,NOX,04/01/2017 18:30,154.60001,ppb,R
WM6,NOX,04/01/2017 18:45,87.00000,ppb,R
WM6,NOX,04/01/2017 19:00,126.50000,ppb,R
WM6,NOX,04/01/2017 19:15,207.30000,ppb,R
WM6,NOX,04/01/2017 19:30,197.89999,ppb,R
WM6,NOX,04/01/2017 19:45,187.39999,ppb,R
WM6,NOX,04/01/2017 20:00,191.60001,ppb,R
WM6,NOX,04/01/2017 20:15,117.20000,ppb,R
WM6,NOX,04/01/2017 20:30,139.20000,ppb,R
WM6,NOX,04/01/2017 20:45,117.70000,ppb,R
WM6,NOX,04/01/2017 21:00,190.00000,ppb,R
WM6,NOX,04/01/2017 21:15,219.10001,ppb,R
WM6,NOX,04/01/2017 21:30,214.00000,ppb,R
WM6,NOX,04/01/2017 21:45,168.00000,ppb,R
WM6,NOX,04/01/2017 22:00,120.10000,ppb,R
WM6,NOX,04/01/2017 22:15,131.39999,ppb,R
WM6,NOX,04/01/2017 22:30,132.39999,ppb,R
WM6,NOX,04/01/2017 22:45,140.89999,ppb,R
WM6,NOX,04/01/2017 23:00,148.50000,ppb,R
WM6,NOX,04/01/2017 23:15,133.39999,ppb,R
WM6,NOX,04/01/2017 23:30,100.90000,ppb,R
WM6,NOX,04/01/2017 23:45,111.20000,ppb,R
WM6,NOX,05/01/2017 00:00,87.80000,ppb,R
WM6,NOX,05/01/2017 00:15,104.60000,ppb,R
WM6,NOX,05/01/2017 00:30,151.30000,ppb,R
WM6,NOX,05/01/2017 00:45,93.10000,ppb,R
WM6,NOX,05/01/2017 01:00,61.70000,ppb,R
WM6,NOX,05/01/2017 01:15,46.50000,ppb,R
WM6,NOX,05/01/2017 01:30,46.00000,ppb,R
WM6,NOX,05/01/2017 01:45,84.20000,ppb,R
WM6,NOX,05/01/2017 02:00,80.90000,ppb,R
WM6,NOX,05/01/2017 02:15,75.70000,ppb,R
WM6,NOX,05/01/2017 02:30,44.20000,ppb,R
WM6,NOX,05/01/2017 02:45,33.00000,ppb,R
WM6,NOX,05/01/2017 03:00,39.80000,ppb,R
WM6,NOX,05/01/2017 03:15,27.10000,ppb,R
WM6,NOX,05/01/2017 03:30,51.40000,ppb,R
WM6,NOX,05/01/2017 03:45,28.50000,ppb,R
WM6,NOX,05/01/2017 04:00,38.80000,ppb,R
WM6,NOX,05/01/2017 04:15,30.80000,ppb,R
WM6,NOX,05/01/2017 04:30,37.90000,ppb,R
WM6,NOX,05/01/2017 04:45,37.90000,ppb,R
WM6,NOX,05/01/2017 05:00,52.30000,ppb,R
WM6,NOX,05/01/2017 05:15,31.90000,ppb,R
WM6,NOX,05/01/2017 05:30,33.30000,ppb,R
WM6,NOX,05/01/2017 05:45,45.20000,ppb,R
WM6,NOX,05/01/2017 06:00,70.80000,ppb,R
WM6,NOX,05/01/2017 06:15,49.70000,ppb,R
WM6,NOX,05/01/2017 06:30,60.50000,ppb,R
WM6,NOX,05/01/2017 06:45,82.30000,ppb,R
WM6,NOX,05/01/2017 07:00,138.50000,ppb,R
WM6,NOX,05/01/2017 07:15,98.90000,ppb,R
WM6,NOX,05/01/2017 07:30,109.10000,ppb,R
WM6,NOX,05/01/2017 07:45,94.10000,ppb,R
WM6,NOX,05/01/2017 08:00,204.10001,ppb,R
WM6,NOX,05/01/2017 08:15,140.39999,ppb,R
WM6,NOX,05/01/2017 08:30,158.00000,ppb,R
WM6,NOX,05/01/2017 08:45,171.60001,ppb,R
WM6,NOX,05/01/2017 09:00,270.79999,ppb,R
WM6,NOX,05/01/2017 09:15,118.70000,ppb,R
WM6,NOX,05/01/2017 09:30,179.60001,ppb,R
WM6,NOX,05/01/2017 09:45,277.39999,ppb,R
WM6,NOX,05/01/2017 10:00,162.10001,ppb,R
WM6,NOX,05/01/2017 10:15,195.39999,ppb,R
WM6,NOX,05/01/2017 10:30,160.30000,ppb,R
WM6,NOX,05/01/2017 10:45,81.60000,ppb,R
WM6,NOX,05/01/2017 11:00,160.80000,ppb,R
WM6,NOX,05/01/2017 11:15,183.20000,ppb,R
WM6,NOX,05/01/2017 11:30,127.00000,ppb,R
WM6,NOX,05/01/2017 11:45,146.00000,ppb,R
WM6,NOX,05/01/2017 12:00,102.60000,ppb,R
WM6,NOX,05/01/2017 12:15,142.20000,ppb,R
WM6,NOX,05/01/2017 12:30,123.10000,ppb,R
WM6,NOX,05/01/2017 12:45,153.60001,ppb,R
WM6,NOX,05/01/2017 13:00,172.20000,ppb,R
WM6,NOX,05/01/2017 13:15,129.89999,ppb,R
WM6,NOX,05/01/2017 13:30,125.20000,ppb,R
WM6,NOX,05/01/2017 13:45,92.20000,ppb,R
WM6,NOX,05/01/2017 14:00,131.10001,ppb,R
WM6,NOX,05/01/2017 14:15,132.20000,ppb,R
WM6,NOX,05/01/2017 14:30,,ppb,R
WM6,NOX,05/01/2017 14:45,,ppb,R
WM6,NOX,05/01/2017 15:00,,ppb,R
WM6,NOX,05/01/2017 15:15,368.60001,ppb,R
WM6,NOX,05/01/2017 15:30,340.50000,ppb,R
WM6,NOX,05/01/2017 15:45,306.70001,ppb,R
WM6,NOX,05/01/2017 16:00,252.39999,ppb,R
WM6,NOX,05/01/2017 16:15,350.70001,ppb,R
WM6,NOX,05/01/2017 16:30,315.00000,ppb,R
WM6,NOX,05/01/2017 16:45,400.39999,ppb,R
WM6,NOX,05/01/2017 17:00,378.39999,ppb,R
WM6,NOX,05/01/2017 17:15,277.00000,ppb,R
WM6,NOX,05/01/2017 17:30,297.20001,ppb,R
WM6,NOX,05/01/2017 17:45,222.70000,ppb,R
WM6,NOX,05/01/2017 18:00,146.89999,ppb,R
WM6,NOX,05/01/2017 18:15,151.00000,ppb,R
WM6,NOX,05/01/2017 18:30,132.50000,ppb,R
WM6,NOX,05/01/2017 18:45,136.30000,ppb,R
WM6,NOX,05/01/2017 19:00,393.20001,ppb,R
WM6,NOX,05/01/2017 19:15,455.70001,ppb,R
WM6,NOX,05/01/2017 19:30,648.00000,ppb,R
WM6,NOX,05/01/2017 19:45,443.89999,ppb,R
WM6,NOX,05/01/2017 20:00,477.10001,ppb,R
WM6,NOX,05/01/2017 20:15,487.10001,ppb,R
